country,date,cases,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19
United Kingdom,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-01-31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-02,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-03,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-04,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-05,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-06,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-07,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-08,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-09,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-10,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
United Kingdom,2020-02-11,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
United Kingdom,2020-02-12,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0
United Kingdom,2020-02-13,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,0
United Kingdom,2020-02-14,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0
United Kingdom,2020-02-15,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0,0
United Kingdom,2020-02-16,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0,0
United Kingdom,2020-02-17,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0,0
United Kingdom,2020-02-18,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2,0
United Kingdom,2020-02-19,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2,2
United Kingdom,2020-02-20,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2,2
United Kingdom,2020-02-21,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2,2
United Kingdom,2020-02-22,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2,2
United Kingdom,2020-02-23,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2,2
United Kingdom,2020-02-24,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2,2
United Kingdom,2020-02-25,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3,2
United Kingdom,2020-02-26,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3,3
United Kingdom,2020-02-27,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3,3
United Kingdom,2020-02-28,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8,3
United Kingdom,2020-02-29,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8,8
United Kingdom,2020-03-01,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,8
United Kingdom,2020-03-02,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9
United Kingdom,2020-03-03,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9
United Kingdom,2020-03-04,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9,9
United Kingdom,2020-03-05,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9,9
United Kingdom,2020-03-06,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9,9
United Kingdom,2020-03-07,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9,9
United Kingdom,2020-03-08,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9,9
United Kingdom,2020-03-09,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9,9
United Kingdom,2020-03-10,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9,9
United Kingdom,2020-03-11,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9,9
United Kingdom,2020-03-12,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9,9
United Kingdom,2020-03-13,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13,9
United Kingdom,2020-03-14,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13,13
United Kingdom,2020-03-15,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13,13
United Kingdom,2020-03-16,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15,13
United Kingdom,2020-03-17,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20,15
United Kingdom,2020-03-18,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23,20
United Kingdom,2020-03-19,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36,23
United Kingdom,2020-03-20,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40,36
United Kingdom,2020-03-21,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51,40
United Kingdom,2020-03-22,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86,51
United Kingdom,2020-03-23,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116,86
United Kingdom,2020-03-24,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164,116
United Kingdom,2020-03-25,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207,164
United Kingdom,2020-03-26,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274,207
United Kingdom,2020-03-27,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322,274
United Kingdom,2020-03-28,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384,322
United Kingdom,2020-03-29,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459,384
United Kingdom,2020-03-30,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459,459
United Kingdom,2020-03-31,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802,459
United Kingdom,2020-04-01,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144,802
United Kingdom,2020-04-02,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145,1144
United Kingdom,2020-04-03,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551,1145
United Kingdom,2020-04-04,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960,1551
United Kingdom,2020-04-05,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642,1960
United Kingdom,2020-04-06,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716,2642
United Kingdom,2020-04-07,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014,2716
United Kingdom,2020-04-08,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067,4014
United Kingdom,2020-04-09,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745,5067
United Kingdom,2020-04-10,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726,5745
United Kingdom,2020-04-11,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164,6726
United Kingdom,2020-04-12,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640,8164
United Kingdom,2020-04-13,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812,9640
United Kingdom,2020-04-14,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745,11812
United Kingdom,2020-04-15,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312,14745
United Kingdom,2020-04-16,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780,17312
United Kingdom,2020-04-17,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453,19780
United Kingdom,2020-04-18,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481,22453
United Kingdom,2020-04-19,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865,25481
United Kingdom,2020-04-20,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173,29865
United Kingdom,2020-04-21,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689,34173
United Kingdom,2020-04-22,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477,38689
United Kingdom,2020-04-23,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436,42477
United Kingdom,2020-04-24,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279,48436
United Kingdom,2020-04-25,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949,52279
United Kingdom,2020-04-26,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474,55949
United Kingdom,2020-04-27,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872,61474
United Kingdom,2020-04-28,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605,65872
United Kingdom,2020-04-29,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874,74605
United Kingdom,2020-04-30,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206,79874
United Kingdom,2020-05-01,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570,85206
United Kingdom,2020-05-02,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845,89570
United Kingdom,2020-05-03,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483,94845
United Kingdom,2020-05-04,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145,99483
United Kingdom,2020-05-05,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769,104145
United Kingdom,2020-05-06,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314,109769
United Kingdom,2020-05-07,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172,115314
United Kingdom,2020-05-08,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856,121172
United Kingdom,2020-05-09,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172,125856
United Kingdom,2020-05-10,220449,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638,130172
United Kingdom,2020-05-11,224332,220449,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246,134638
United Kingdom,2020-05-12,227741,224332,220449,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640,139246
United Kingdom,2020-05-13,230985,227741,224332,220449,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569,144640
United Kingdom,2020-05-14,234440,230985,227741,224332,220449,216525,212629,207977,202359,196243,191832,187842,183500,178685,172481,166441,162350,158348,154037,149569
Iraq,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-26,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-27,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-28,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-02-29,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-03-01,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-03-02,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-03-03,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0
Iraq,2020-03-04,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0,0
Iraq,2020-03-05,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0,0
Iraq,2020-03-06,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0,0
Iraq,2020-03-07,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0,0
Iraq,2020-03-08,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0,0
Iraq,2020-03-09,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0,0
Iraq,2020-03-10,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0,0
Iraq,2020-03-11,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0,0
Iraq,2020-03-12,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0,0
Iraq,2020-03-13,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1,0
Iraq,2020-03-14,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1,1
Iraq,2020-03-15,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5,1
Iraq,2020-03-16,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7,5
Iraq,2020-03-17,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7,7
Iraq,2020-03-18,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13,7
Iraq,2020-03-19,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19,13
Iraq,2020-03-20,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26,19
Iraq,2020-03-21,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32,26
Iraq,2020-03-22,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35,32
Iraq,2020-03-23,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35,35
Iraq,2020-03-24,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40,35
Iraq,2020-03-25,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54,40
Iraq,2020-03-26,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60,54
Iraq,2020-03-27,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60,60
Iraq,2020-03-28,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71,60
Iraq,2020-03-29,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71,71
Iraq,2020-03-30,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71,71
Iraq,2020-03-31,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101,71
Iraq,2020-04-01,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110,101
Iraq,2020-04-02,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116,110
Iraq,2020-04-03,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124,116
Iraq,2020-04-04,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154,124
Iraq,2020-04-05,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164,154
Iraq,2020-04-06,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192,164
Iraq,2020-04-07,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208,192
Iraq,2020-04-08,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214,208
Iraq,2020-04-09,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233,214
Iraq,2020-04-10,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266,233
Iraq,2020-04-11,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316,266
Iraq,2020-04-12,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346,316
Iraq,2020-04-13,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382,346
Iraq,2020-04-14,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458,382
Iraq,2020-04-15,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506,458
Iraq,2020-04-16,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547,506
Iraq,2020-04-17,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630,547
Iraq,2020-04-18,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694,630
Iraq,2020-04-19,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728,694
Iraq,2020-04-20,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772,728
Iraq,2020-04-21,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820,772
Iraq,2020-04-22,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878,820
Iraq,2020-04-23,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961,878
Iraq,2020-04-24,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031,961
Iraq,2020-04-25,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122,1031
Iraq,2020-04-26,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202,1122
Iraq,2020-04-27,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232,1202
Iraq,2020-04-28,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279,1232
Iraq,2020-04-29,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318,1279
Iraq,2020-04-30,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352,1318
Iraq,2020-05-01,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378,1352
Iraq,2020-05-02,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400,1378
Iraq,2020-05-03,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415,1400
Iraq,2020-05-04,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434,1415
Iraq,2020-05-05,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482,1434
Iraq,2020-05-06,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513,1482
Iraq,2020-05-07,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539,1513
Iraq,2020-05-08,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574,1539
Iraq,2020-05-09,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602,1574
Iraq,2020-05-10,2767,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631,1602
Iraq,2020-05-11,2818,2767,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677,1631
Iraq,2020-05-12,2913,2818,2767,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708,1677
Iraq,2020-05-13,3032,2913,2818,2767,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763,1708
Iraq,2020-05-14,3143,3032,2913,2818,2767,2679,2603,2543,2480,2431,2346,2296,2219,2153,2085,2003,1928,1847,1820,1763
Japan,2020-01-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-26,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-27,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-28,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-29,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2020-01-30,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
